Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"Land For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,2600000,0,0,N/A,0,East,N/A,848,0-7-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[]
"3 Ropani Land For Sale At Pumdikot Pokhara : Land For Sale In Pokhara, Pokhara","Pumdikot, Pokhara, Pokhara",Pokhara,60000000,0,0,N/A,0,East,N/A,374,3-0-0-03 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[]
"Shutters For Rent : Office Space For Rent In Koteshwor, Kathmandu","338/6, Koteshwor, Kathmandu",Kathmandu,24000,0,3,2,1,West,2052,719,13 Aana,0 Meter / Paved,0 Meter , Paved,6 Aana,7 months ago,"['Garage', 'Balcony', 'Water Well', 'Wifi', 'CCTV', 'Water Supply', 'TV Cable']"
"Land For Sale In Birtamod Road, Itahari","Rajbiraj saptari, Birtamod Road, Itahari",Itahari,230000,0,0,N/A,0,East,N/A,175,16 Dhur,0 Feet,0 Feet,NA,N/A Aana,7 months ago,[]
"Land For Sale In Suryabinayak, Bhaktapur","sanga fun park, Suryabinayak, Bhaktapur",Bhaktapur,1200000,0,0,0,0,South West,N/A,182,39 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[]
"Tinkune Prime Location Land On Sale : Land For Sale In Tinkune, Kathmandu","Gairigaon, Tinkune, Kathmandu",Kathmandu,5600000,0,0,N/A,0,East,N/A,198,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,2 Paisa,7 months ago,[]
"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,44000000,5,6,3,1,East,2076,390,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Water Tank', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'TV Cable']"
"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,100000000,6,6,3,10,North West,2071,895,20 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Fencing', 'Frontyard', 'Garden', 'Backyard', 'Air Condition', 'Garage', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']"
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,96000000,5,7,3,0,South East,2074,436,18 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Garden', 'Frontyard', 'Air Condition', 'Garage', 'Backyard', 'Deck', 'Fencing', 'Lawn', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'Water Well', 'Water Tank']"
"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,28500000,6,6,3,2,East,2076,428,4.5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Garage', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi']"
"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,22500000,0,0,N/A,0,North,N/A,432,4 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,41000000,17,10,N/A,2,East,N/A,407,8.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Frontyard', 'Garage', 'Wifi', 'Washing Machine', 'Water Tank', 'Drainage', 'Water Supply', 'Solar Water']"
"House For Sale In Samakhusi, Kathmandu","Near Ranibari, Samakhusi, Kathmandu",Kathmandu,30000000,11,0,4,2,North,2001,252,5 ana Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,4ana Aana,7 months ago,"['Lawn', 'Garage', 'Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']"
"5 Ana Land On Sale In Vibor Planning, Chunikhel Bhaiseapti : Land For Sale In Bhaisepati, Lalitpur","Chunikhel, Bhaisepati, Lalitpur",Lalitpur,2500000,0,0,N/A,0,East,N/A,668,0-5-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,7 months ago,[]
"Office Space For Sale In Jamal, Kathmandu","Kanti Path, Jamal, Kathmandu",Kathmandu,1200000,0,0,N/A,0,North,N/A,272,1850 Sq. Feet,40 Feet / Blacktopped,40 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"Apartment For Rent In Naxal, Kathmandu","Bhatbhateni Apartments, Naxal, Kathmandu",Kathmandu,170000,3,4,7,2,East,N/A,6.5K,2100 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,7 months ago,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Security Staff']"
"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,65000000,5,6,3,3,East,2076,732,6.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'CCTV']"
"2 Floors Flats Available For Office Rent In Kupondole : Flat For Rent In Kupondole, Lalitpur","84/10 Kupondole, Kupondole, Lalitpur",Lalitpur,95000,4,2,4,4,South East,N/A,339,8 Aana,0 Feet / Paved,0 Feet , Paved,N/A Aana,7 months ago,"['Garage', 'Air Condition', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup']"
"3 - 4 Ana Land On Sale In Khadka Gau , Kalanki 1.5 Km From LRI School : Land For Sale In Kalanki, Kathmandu","Khadka Gau , 1.5 km from LRI, Kalanki, Kathmandu",Kathmandu,2300000,0,0,N/A,0,South East,N/A,385,3 -4 Pieces Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,7 months ago,[]
"Flat For Rent In Balkot, Bhaktapur","Sirutar, Balkot, Bhaktapur",Bhaktapur,12000,2,1,N/A,0,West,N/A,617,900 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","Basnsbari Road, Basbari, Kathmandu",Kathmandu,115000000,4,4,3,4,North East,2009,650,18 Aana,13 Feet / Paved,13 Feet , Paved,12 Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']"
"5 Ana Land On Sale In Pepsicola, Kathmandu !! : Land For Sale In Pepsicola, Kathmandu","Pepsicola , Near Sunrise Bank, Pepsicola, Kathmandu",Kathmandu,4000000,0,0,N/A,0,South East,N/A,280,0-5-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,7 months ago,[]
"4 Ana Land On Sale In Dharmasthali, Tarakheshwor Kathamandu : Land For Sale In Tarakeshwar, Kathmandu","Dharmasthali, Tarakeshwar, Kathmandu",Kathmandu,1400000,0,0,N/A,0,South West,N/A,710,0-4-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,7 months ago,[]
"LAND FOR SALE : Land For Sale In Khairahani, Chitwan","Khairahani Nagarpalika, Ward No 6, Chitwan, Khairahani, Chitwan",Chitwan,2500000,0,0,N/A,0,North,N/A,197,13 Kattha,6 Meter / Gravelled,6 Meter , Gravelled,N/A Aana,7 months ago,[]
"Immediate Sale Of 4 Ana Land In Vip Area Of Bhaisepati : Land For Sale In Bhaisepati, Lalitpur","Gokul Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,3500000,0,0,N/A,0,South West,N/A,617,0-4-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[]
"1 Ropani Land On Sale In Macchegau, Kritipur - Can Be Plotted Into 3 Pieces : Land For Sale In Naya Bazar, Kathmandu","machchhegaun, Naya Bazar, Kathmandu",Kathmandu,1000000,0,0,N/A,0,North East,N/A,369,1-0-0-0 Ropani,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Aana,7 months ago,[]
"5 Ana Land On Sale In Hattiban , Saatdobato : Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2300000,0,0,N/A,0,South West,N/A,289,0-5-0-0 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,7 months ago,[]
"House For Rent In Lekhnath, Pokhara","Lake Side, Lekhnath, Pokhara",Pokhara,230000,0,0,N/A,1,South East,N/A,3.6K,0-8-0-0 Aana,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Aana,7 months ago,[]
"4 Ana Land On Sale In BhatekekoPati , Kritipur : Land For Sale In Kirtipur, Kathmandu","Bhatkepati, Kirtipur, Kathmandu",Kathmandu,2100000,0,0,N/A,0,South East,N/A,472,0-4-0-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,7 months ago,[]
"House For Sale In Dhapasi, Kathmandu","Bhagawati Temple, Dhapasi, Kathmandu",Kathmandu,35000000,6,4,3,8,West,N/A,304,0-6-2-0 Aana,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Well', 'Intercom', 'Internet', 'Parking']"
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","Nursery Chowk, Dhungedhara, Kathmandu",Kathmandu,140000000,7,4,N/A,3,East,N/A,1K,1-7-0-0 Aana,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Aana,7 months ago,"['Garden', 'Water Supply']"
"House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur",Bhaktapur,7500000,0,0,N/A,0,South,N/A,1.1K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[]
"House For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,9500000,0,0,N/A,0,East,N/A,444,0-2-3-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[]
"House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,20000000,0,0,N/A,0,South East,N/A,389,0-3-1-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,18000000,0,0,N/A,0,South,N/A,304,3 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"House For Sale In Lekhnath, Pokhara","Pokhara Gumba Fade, Lekhnath, Pokhara",Pokhara,12000000,0,0,N/A,0,South,N/A,266,17*45 Haat,30 Feet / Gravelled,30 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"Office Space For Rent In Newroad, Kathmandu","Khichapokhari, Newroad, Kathmandu",Kathmandu,160000,0,4,6,0,East,2011,252,2400 Sq. Feet,0 Feet,0 Feet,NA,N/A Aana,8 months ago,"['Balcony', 'Water Supply', 'Electricity Backup', 'Lift']"
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35000000,0,0,N/A,0,North,N/A,224,7 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"House For Rent In Dharan, Dharan","British Gurkha Memorial camp, Dharan, Dharan",Dharan,25000,0,0,N/A,0,East,N/A,813,2200 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Dakshinkali, Kathmandu","Pharping Bhimsensthan, Dakshinkali, Kathmandu",Kathmandu,150000,0,0,N/A,0,South,N/A,309,15-10-0-0 Ropani,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,8 months ago,[]
"Commercial Building For Rent : Business For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,15000,0,0,3,0,North West,2018,358,8 Aana,24 Feet / Blacktopped,24 Feet , Blacktopped,2000 Sq. Feet,8 months ago,[]
"Land For Sale At Chundevi Kathmandu : Land For Sale In Maharajgunj, Kathmandu","Chundevi, Maharajgunj, Kathmandu",Kathmandu,4500000,0,0,N/A,0,West,N/A,274,4 anna Aana,0 Feet,0 Feet,NA,N/A Aana,8 months ago,[]
"Fully Furnished : Flat For Rent In Banasthali, Kathmandu","Bhrikuti Tole, Banasthali, Kathmandu",Kathmandu,25000,1,1,N/A,2,North,2013,1K,0-6-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,0-4-0-0 Aana,8 months ago,"['Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground']"
"Office Space For Rent In Lazimpat, Kathmandu","lazimpath marg, Lazimpat, Kathmandu",Kathmandu,35000,0,2,N/A,1,North,N/A,327,3 Aana,0 Feet,0 Feet,NA,2 Aana,8 months ago,"['Balcony', 'Frontyard', 'Water Supply', 'Drainage']"
"Land For Sale In Pepsicola, Kathmandu","Pepsicola, Sairam Chowk, Pepsicola, Kathmandu",Kathmandu,5500000,0,0,N/A,0,East,N/A,150,4.5 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,4.5 Aana,8 months ago,['Water Supply']
"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","Shankhamul, Patan, Lalitpur",Lalitpur,17600000,2,2,N/A,1,North,N/A,414,0-2-3-1 Aana,13 Feet,13 Feet,NA,962 Sq. Feet,8 months ago,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']"
"House For Sale In Kapan, Kathmandu","Ram Mandir, Kapan, Kathmandu",Kathmandu,18500000,0,0,N/A,0,North,N/A,323,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"House For Sale In Bhaisepati, Lalitpur","Wai-Wai Noodles Factory, Bhaisepati, Lalitpur",Lalitpur,25000000,0,0,3,0,South East,N/A,3.7K,0-5-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,8 months ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"House For Sale In Anamnagar, Kathmandu","manakamana colony, Anamnagar, Kathmandu",Kathmandu,33000000,5,4,4,1,East,2068,415,5 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,5 Aana,8 months ago,"['Balcony', 'Water Supply', 'Store Room', 'Backyard', 'Water Tank']"
"Land For Sale In Pokhara, Pokhara","Miyapatan, Pokhara, Pokhara",Pokhara,8000000,0,0,N/A,0,West,N/A,398,18*35 Haat,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"Flat For Rent In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,22000,2,2,N/A,1,South West,N/A,550,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,4 Aana,8 months ago,"['Backyard', 'Balcony']"
"House For Sale In Samakhusi, Kathmandu","Samakhusi Kharibot, Samakhusi, Kathmandu",Kathmandu,22500000,9,4,3,3,South,N/A,8.6K,3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,8 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']"
"House For Sale In Samakhusi, Kathmandu","Samakhusi kharibot, Samakhusi, Kathmandu",Kathmandu,27500000,6,3,3,3,West,N/A,10K,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,8 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']"
"House Sell On Imadol : House For Sale In Imadol, Lalitpur","kozy home, Imadol, Lalitpur",Lalitpur,23800000,6,3,3,1,South East,2016,386,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,3 Aana,8 months ago,"['Balcony', 'Water Tank', 'Water Well', 'Wifi', 'Solar Water', 'Garage']"
"House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu",Kathmandu,18500000,8,0,N/A,0,West,N/A,4.6K,0-3-2-0 Aana,12 Feet,12 Feet,NA,N/A Aana,8 months ago,[]
"House For Sale In Kirtipur, Kathmandu","Tyanglaphat, Kirtipur, Kathmandu",Kathmandu,33000000,12,0,N/A,0,North,N/A,2.1K,0-5-5-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,8 months ago,[]
"House For Sale In Swayambhu, Kathmandu","Sano Bharyang, Swayambhu, Kathmandu",Kathmandu,23000000,10,0,3,0,South,N/A,4.3K,4 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,8 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Internet', 'Parking']"
"House For Sale In Balambu, Kathmandu","Balambu Hariyali, Balambu, Kathmandu",Kathmandu,15500000,7,0,N/A,0,South,N/A,1.4K,3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,8 months ago,[]
"House For Sale In Madhyapur Thimi, Bhaktapur","Nikoshera, Madhyapur Thimi, Bhaktapur",Bhaktapur,8500000,0,0,N/A,0,East,N/A,389,0-2-2-2 Aana,8 Meter / Soil Stabilized,8 Meter , Soil Stabilized,N/A Sq. Feet,8 months ago,[]
"Plotted Land For Sale : Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,2000000,0,0,N/A,0,South East,N/A,500,"4,5,6,7,8 aana Aana",20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,8 months ago,[]
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2225000,0,0,N/A,0,North,N/A,291,0-9-2-2 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Temple, Dhumbarahi, Kathmandu",Kathmandu,19000000,0,0,N/A,0,East,N/A,555,0-2-3-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"House For Sale In Basundhara, Kathmandu","Basundhara - Wedding Hall, Basundhara, Kathmandu",Kathmandu,29800000,0,0,N/A,0,West,N/A,1.3K,0-5-2-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,3500000,0,0,N/A,0,North,N/A,2.3K,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,8 months ago,['Water Well']
"House For Rent In Gokarneshwor, Kathmandu","Near Gokarna Mahadev Temple, Gokarneshwor, Kathmandu",Kathmandu,17000,3,3,N/A,2,West,2019,371,0-4-0-0 Aana,17 Feet / Soil Stabilized,17 Feet , Soil Stabilized,0-4-0-0 Aana,8 months ago,"['Lawn', 'Garage', 'Balcony']"
"Business For Rent In Jawalakhel, Lalitpur","Vianet Communications Pvt. Ltd., Jawalakhel, Lalitpur",Lalitpur,200000,0,0,N/A,0,North,N/A,1.2K,615 Sq. Feet,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Banepa, Kavre","Near Dhulikhel Aantuk Resort, Banepa, Kavre",Kavre,1000000,0,0,N/A,0,South East,N/A,239,50 Ropani,0 Feet,0 Feet,NA,N/A Sq. Feet,8 months ago,[]
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Budhanilkantha, Kathmandu",Kathmandu,26200000,13,0,N/A,0,West,N/A,304,0-5-5-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"House For Sale In Tathali, Kathmandu","Tathali, Tathali, Kathmandu",Kathmandu,4600000,0,0,1,0,North,N/A,402,3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1000000,0,0,N/A,0,North,N/A,424,5 Aana,17 Feet / Gravelled,17 Feet , Gravelled,N/A Aana,8 months ago,[]
"House For Sale : House For Sale In Nakkhu, Lalitpur","Naakhu, Nakkhu, Lalitpur",Lalitpur,26500000,4,4,3,1,South West,2075,238,0-4-0-0 Sq. Feet,16 Feet / Gravelled,16 Feet , Gravelled,752 Sq. Feet,8 months ago,"['TV Cable', 'Water Well', 'Drainage', 'Modular Kitchen', 'Internet', 'Backyard', 'Garden', 'Store Room', 'Water Tank', 'Electricity Backup', 'Water Supply', 'Balcony', 'Parking']"
"House For Rent In Budhanilkantha, Kathmandu","Muhanpokhari Marga, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,3,4,East,2059,1.5K,2 ropani Ropani,20 Feet,20 Feet,NA,N/A Aana,8 months ago,[]
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,8500000,0,0,N/A,0,South,N/A,681,0-8-0-1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,8 months ago,[]
"Flat For Rent In Nagarjun, Kathmandu","Ramkot, Nagarjun, Kathmandu",Kathmandu,40000,0,2,N/A,0,South,N/A,161,1400 Sq. Feet,11 Meter / Gravelled,11 Meter , Gravelled,1400 Sq. Feet,8 months ago,[]
"Damak Houses(Phase II) : House For Sale In Damak, Jhapa","Dhaneswor, Damak, Jhapa",Jhapa,5500000,0,0,N/A,0,East,2019,371,3 Kattha,1 Feet,1 Feet,NA,N/A Aana,8 months ago,"['Garage', 'Water Tank', 'Water Well']"
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,41000000,5,4,2,2,East,2073,2.2K,0-8-1-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2500 Sq. Feet,8 months ago,[]
"Land For Sale In Mulpani, Kathmandu","Mulpani Kathamandu enginnering College, Mulpani, Kathmandu",Kathmandu,550000,0,0,N/A,0,South East,N/A,626,3-8-0-0 Ropani,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[]
"House For Rent In Dhobighat, Lalitpur","Dhobighat Thadodhunga, Dhobighat, Lalitpur",Lalitpur,175000,0,0,N/A,0,West,N/A,272,2200 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,42000000,11,0,N/A,0,West,N/A,251,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Rupakot, Kaski","kaski , rupakot, Rupakot, Kaski",Kaski,800000,0,0,N/A,0,East,N/A,451,30 Ropani,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Ropani,8 months ago,[]
"Flat For Rent In Dhapasi, Kathmandu","Tokha Rd, Dhapasi, Kathmandu",Kathmandu,15000,2,1,4,1,East,2015,408,968sqft Sq. Feet,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Sq. Feet,8 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine']"
"House For Sale In Surkhet Bazar, Surkhet","Surkhet, Surkhet Bazar, Surkhet",Surkhet,20000000,0,0,N/A,0,North,N/A,420,162 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,8 months ago,"['Balcony', 'TV Cable', 'Water Well', 'Parking']"
"Land For Sale In Kageshwari-Manohara, Kathmandu","Aalapot, Kageshwari-Manohara, Kathmandu",Kathmandu,2800000,0,0,N/A,0,North,N/A,218,5 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Duwakot, Bhaktapur","KMC, Duwakot, Bhaktapur",Bhaktapur,1800000,0,0,N/A,0,North,N/A,241,30 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Saraswatikhel, Bhaktapur","Saraswotikhel Bus Stop, Saraswatikhel, Bhaktapur",Bhaktapur,1300000,0,0,N/A,0,West,N/A,309,10 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,8 months ago,[]
"House For Sale In Kapan, Kathmandu","Bhangal, Kapan, Kathmandu",Kathmandu,21500000,0,0,N/A,0,North East,N/A,195,0-3-1-0 Sq. Feet,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,8 months ago,[]
"Land For Sale In Chhauni, Kathmandu","Chhauni Military Barrack, Chhauni, Kathmandu",Kathmandu,2500000,0,0,N/A,0,East,N/A,298,0-3-3-0 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Aana,8 months ago,[]
"House For Sale In Budhanilkantha, Kathmandu","Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,25500000,6,4,3,2,East,N/A,288,4.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,4 Aana,8 months ago,['Garden']
"House For Sale In Kapan, Kathmandu","Kharibot Chowk Bus Stop, Kapan, Kathmandu",Kathmandu,15000000,0,0,N/A,0,East,2073,414,3 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Aana,8 months ago,[]
